2026-03-08 07:56:04,318 | Main | INFO | Initializing the multi treading process
2026-03-08 07:56:46,717 | Producer | INFO | {'Time': 162287, 'Amount': 33.35984628819796, 'V1': -0.16829889407328552, 'V2': 0.33520709918604097, 'V3': -0.427610098858353, 'V4': -1.1626473715195416, 'V5': -1.2320367077130363, 'V6': 0.29894314664474425, 'V7': 0.49135225509919206, 'V8': 0.012806002207614966, 'V9': 0.18992699007097158, 'V10': -0.3599497931295789, 'V11': 1.1057764576882434, 'V12': 1.5639777216401638, 'V13': 1.077473294140063, 'V14': 0.9685726073467131, 'V15': 1.7728509592764743, 'V16': 0.2069210442852517, 'V17': 0.6466591623290466, 'V18': 0.260312786668729, 'V19': -1.0094160718433225, 'V20': 0.6899534638976152, 'V21': 0.6424409388146209, 'V22': -2.007443451402707, 'V23': -0.6836437263858598, 'V24': 1.732286381941402, 'V25': 0.9682426434364387, 'V26': 0.3892503676807736, 'V27': -0.34465668560598967, 'V28': -0.7009485630622587}
2026-03-08 07:56:46,718 | Producer | INFO | Transaction sent
2026-03-08 07:56:46,724 | Consumer | INFO | Recieved the message
2026-03-08 07:56:46,724 | Consumer | INFO | Sending the transaction to the backend
2026-03-08 07:56:46,732 | Consumer | INFO | recieved the response
2026-03-08 07:56:46,732 | Consumer | INFO | {'Time': 162287, 'Amount': 33.35984628819796, 'V1': -0.16829889407328552, 'V2': 0.33520709918604097, 'V3': -0.427610098858353, 'V4': -1.1626473715195416, 'V5': -1.2320367077130363, 'V6': 0.29894314664474425, 'V7': 0.49135225509919206, 'V8': 0.012806002207614966, 'V9': 0.18992699007097158, 'V10': -0.3599497931295789, 'V11': 1.1057764576882434, 'V12': 1.5639777216401638, 'V13': 1.077473294140063, 'V14': 0.9685726073467131, 'V15': 1.7728509592764743, 'V16': 0.2069210442852517, 'V17': 0.6466591623290466, 'V18': 0.260312786668729, 'V19': -1.0094160718433225, 'V20': 0.6899534638976152, 'V21': 0.6424409388146209, 'V22': -2.007443451402707, 'V23': -0.6836437263858598, 'V24': 1.732286381941402, 'V25': 0.9682426434364387, 'V26': 0.3892503676807736, 'V27': -0.34465668560598967, 'V28': -0.7009485630622587, 'prediction': {'detail': 'Not Found'}}
2026-03-08 07:56:48,719 | Producer | INFO | Generating the transaction
2026-03-08 07:56:48,720 | Producer | INFO | Transaction has been generated
2026-03-08 07:56:48,720 | Producer | INFO | {'Time': 46401, 'Amount': 747.899925788363, 'V1': 0.44462699260003263, 'V2': -0.984015671069319, 'V3': 0.13041626924917057, 'V4': 0.557867461857065, 'V5': -1.282208306956671, 'V6': 0.8967296047958268, 'V7': -0.694753302307252, 'V8': -0.770859484332969, 'V9': 2.6950332687339578, 'V10': 1.9928936312096748, 'V11': -0.2693765379117709, 'V12': 0.258299851370643, 'V13': -0.04044939574251804, 'V14': -1.2551561238051758, 'V15': -0.4446058689317223, 'V16': 0.9489611091918537, 'V17': 1.2728586831575361, 'V18': -0.2830211881821853, 'V19': 0.9163536871924931, 'V20': -0.6263574803427403, 'V21': -1.167558843287375, 'V22': -0.003925704880534891, 'V23': 0.40512514022116236, 'V24': 0.03323415127293179, 'V25': -0.2532883676163412, 'V26': 0.6998008293752157, 'V27': 1.674243990923377, 'V28': -1.4469231148403163}
2026-03-08 07:56:48,721 | Producer | INFO | Transaction sent
2026-03-08 07:56:48,724 | Consumer | INFO | Recieved the message
2026-03-08 07:56:48,724 | Consumer | INFO | Sending the transaction to the backend
2026-03-08 07:56:48,729 | Consumer | INFO | recieved the response
2026-03-08 07:56:48,729 | Consumer | INFO | {'Time': 46401, 'Amount': 747.899925788363, 'V1': 0.44462699260003263, 'V2': -0.984015671069319, 'V3': 0.13041626924917057, 'V4': 0.557867461857065, 'V5': -1.282208306956671, 'V6': 0.8967296047958268, 'V7': -0.694753302307252, 'V8': -0.770859484332969, 'V9': 2.6950332687339578, 'V10': 1.9928936312096748, 'V11': -0.2693765379117709, 'V12': 0.258299851370643, 'V13': -0.04044939574251804, 'V14': -1.2551561238051758, 'V15': -0.4446058689317223, 'V16': 0.9489611091918537, 'V17': 1.2728586831575361, 'V18': -0.2830211881821853, 'V19': 0.9163536871924931, 'V20': -0.6263574803427403, 'V21': -1.167558843287375, 'V22': -0.003925704880534891, 'V23': 0.40512514022116236, 'V24': 0.03323415127293179, 'V25': -0.2532883676163412, 'V26': 0.6998008293752157, 'V27': 1.674243990923377, 'V28': -1.4469231148403163, 'prediction': {'detail': 'Not Found'}}
2026-03-08 07:56:50,722 | Producer | INFO | Generating the transaction
2026-03-08 07:56:50,723 | Producer | INFO | Transaction has been generated
2026-03-08 07:56:50,723 | Producer | INFO | {'Time': 73244, 'Amount': 76.95283119543066, 'V1': -2.528457795483414, 'V2': 0.22517560542040435, 'V3': 0.32714449750670516, 'V4': 0.9942401391756267, 'V5': -0.31446754317701947, 'V6': 0.9654286124140944, 'V7': -1.1603222330685374, 'V8': 0.03593180982728026, 'V9': 0.6781062168713937, 'V10': 1.6776099987074693, 'V11': -1.4534677954633246, 'V12': -0.23429693754993358, 'V13': 1.1408471720442417, 'V14': 0.38951161422313957, 'V15': 0.9723262074362912, 'V16': 0.28627969389544594, 'V17': 1.028376824289183, 'V18': -1.116252309813911, 'V19': 1.1363499704776872, 'V20': 1.3852106242815285, 'V21': -1.845982849097184, 'V22': 1.2232062067390785, 'V23': -0.9011487528841189, 'V24': -0.7556988800160452, 'V25': 0.4551151288001857, 'V26': 0.5174937893599679, 'V27': -1.0704225135585579, 'V28': -0.09634436561483624}
2026-03-08 07:56:50,724 | Producer | INFO | Transaction sent
2026-03-08 07:56:50,728 | Consumer | INFO | Recieved the message
2026-03-08 07:56:50,728 | Consumer | INFO | Sending the transaction to the backend
2026-03-08 07:56:50,737 | Consumer | INFO | recieved the response
2026-03-08 07:56:50,738 | Consumer | INFO | {'Time': 73244, 'Amount': 76.95283119543066, 'V1': -2.528457795483414, 'V2': 0.22517560542040435, 'V3': 0.32714449750670516, 'V4': 0.9942401391756267, 'V5': -0.31446754317701947, 'V6': 0.9654286124140944, 'V7': -1.1603222330685374, 'V8': 0.03593180982728026, 'V9': 0.6781062168713937, 'V10': 1.6776099987074693, 'V11': -1.4534677954633246, 'V12': -0.23429693754993358, 'V13': 1.1408471720442417, 'V14': 0.38951161422313957, 'V15': 0.9723262074362912, 'V16': 0.28627969389544594, 'V17': 1.028376824289183, 'V18': -1.116252309813911, 'V19': 1.1363499704776872, 'V20': 1.3852106242815285, 'V21': -1.845982849097184, 'V22': 1.2232062067390785, 'V23': -0.9011487528841189, 'V24': -0.7556988800160452, 'V25': 0.4551151288001857, 'V26': 0.5174937893599679, 'V27': -1.0704225135585579, 'V28': -0.09634436561483624, 'prediction': {'detail': 'Not Found'}}
2026-03-08 07:56:52,725 | Producer | INFO | Generating the transaction
2026-03-08 07:56:52,726 | Producer | INFO | Transaction has been generated
2026-03-08 07:56:52,727 | Producer | INFO | {'Time': 192097, 'Amount': 698.134257863469, 'V1': -0.8223657039548019, 'V2': 0.4175761168867042, 'V3': -1.1884858546840984, 'V4': -0.5502332504529863, 'V5': 0.10819186774315702, 'V6': -0.41966477532781427, 'V7': 1.4629684409710908, 'V8': 0.5545489994911666, 'V9': 0.8468607130917254, 'V10': 0.01329762173945842, 'V11': 0.7303316375802706, 'V12': 0.5306193679830573, 'V13': -0.19728062705763658, 'V14': 0.41768240271304313, 'V15': -0.5611257522210261, 'V16': 0.38304352324168367, 'V17': -0.1366452444463982, 'V18': -0.7614818039914311, 'V19': -0.1690350420687321, 'V20': 1.4378009751802145, 'V21': -0.549907882139766, 'V22': -1.4555916750281346, 'V23': 1.1818547942997726, 'V24': 1.1409781389372025, 'V25': -0.4813147689256046, 'V26': -0.8222349980997573, 'V27': 0.7480545738948762, 'V28': -0.2984754312028938}
2026-03-08 07:56:52,727 | Producer | INFO | Transaction sent
2026-03-08 07:56:52,731 | Consumer | INFO | Recieved the message
2026-03-08 07:56:52,732 | Consumer | INFO | Sending the transaction to the backend
2026-03-08 07:56:52,739 | Consumer | INFO | recieved the response
2026-03-08 07:56:52,740 | Consumer | INFO | {'Time': 192097, 'Amount': 698.134257863469, 'V1': -0.8223657039548019, 'V2': 0.4175761168867042, 'V3': -1.1884858546840984, 'V4': -0.5502332504529863, 'V5': 0.10819186774315702, 'V6': -0.41966477532781427, 'V7': 1.4629684409710908, 'V8': 0.5545489994911666, 'V9': 0.8468607130917254, 'V10': 0.01329762173945842, 'V11': 0.7303316375802706, 'V12': 0.5306193679830573, 'V13': -0.19728062705763658, 'V14': 0.41768240271304313, 'V15': -0.5611257522210261, 'V16': 0.38304352324168367, 'V17': -0.1366452444463982, 'V18': -0.7614818039914311, 'V19': -0.1690350420687321, 'V20': 1.4378009751802145, 'V21': -0.549907882139766, 'V22': -1.4555916750281346, 'V23': 1.1818547942997726, 'V24': 1.1409781389372025, 'V25': -0.4813147689256046, 'V26': -0.8222349980997573, 'V27': 0.7480545738948762, 'V28': -0.2984754312028938, 'prediction': {'detail': 'Not Found'}}
2026-03-08 07:56:54,730 | Producer | INFO | Generating the transaction
2026-03-08 07:56:54,730 | Producer | INFO | Transaction has been generated
2026-03-08 07:56:54,731 | Producer | INFO | {'Time': 155819, 'Amount': 608.9899745883763, 'V1': -1.7472006105877467, 'V2': -0.2787890201835477, 'V3': -0.5201458898217173, 'V4': -0.005567354078583207, 'V5': -0.3963161805459605, 'V6': 0.6174860055478008, 'V7': -2.2696452817564867, 'V8': -1.436773689610413, 'V9': -0.5800912109059807, 'V10': 1.7603754904388467, 'V11': 1.510864777791077, 'V12': -0.37059179319357877, 'V13': 0.23552761616606493, 'V14': 0.7976556384344617, 'V15': 0.473420379529598, 'V16': -0.7750289167899944, 'V17': 0.5918774460467037, 'V18': 0.8291772589301983, 'V19': -0.7426218714368458, 'V20': 0.397349811482711, 'V21': -0.41705314858686005, 'V22': -0.04013271749282187, 'V23': -0.1818451642132153, 'V24': -0.6039469251045337, 'V25': -1.282437922744586, 'V26': -1.7464933011828516, 'V27': 0.4680830905060605, 'V28': -0.6112640645057049}
2026-03-08 07:56:54,732 | Producer | INFO | Transaction sent
2026-03-08 07:56:54,736 | Consumer | INFO | Recieved the message
2026-03-08 07:56:54,736 | Consumer | INFO | Sending the transaction to the backend
2026-03-08 07:56:54,744 | Consumer | INFO | recieved the response
2026-03-08 07:56:54,744 | Consumer | INFO | {'Time': 155819, 'Amount': 608.9899745883763, 'V1': -1.7472006105877467, 'V2': -0.2787890201835477, 'V3': -0.5201458898217173, 'V4': -0.005567354078583207, 'V5': -0.3963161805459605, 'V6': 0.6174860055478008, 'V7': -2.2696452817564867, 'V8': -1.436773689610413, 'V9': -0.5800912109059807, 'V10': 1.7603754904388467, 'V11': 1.510864777791077, 'V12': -0.37059179319357877, 'V13': 0.23552761616606493, 'V14': 0.7976556384344617, 'V15': 0.473420379529598, 'V16': -0.7750289167899944, 'V17': 0.5918774460467037, 'V18': 0.8291772589301983, 'V19': -0.7426218714368458, 'V20': 0.397349811482711, 'V21': -0.41705314858686005, 'V22': -0.04013271749282187, 'V23': -0.1818451642132153, 'V24': -0.6039469251045337, 'V25': -1.282437922744586, 'V26': -1.7464933011828516, 'V27': 0.4680830905060605, 'V28': -0.6112640645057049, 'prediction': {'detail': 'Not Found'}}
2026-03-08 07:56:56,734 | Producer | INFO | Generating the transaction
2026-03-08 07:56:56,734 | Producer | INFO | Transaction has been generated
2026-03-08 07:56:56,734 | Producer | INFO | {'Time': 126157, 'Amount': 178.75622157892377, 'V1': -1.7152891128666983, 'V2': 0.5072664360435422, 'V3': 1.2469753057492767, 'V4': 0.37809665795427866, 'V5': 1.9315319117616376, 'V6': 0.06947784576518112, 'V7': -0.7514041422378038, 'V8': 0.5559938926940186, 'V9': 0.7029847151237626, 'V10': -0.3743526391612943, 'V11': 0.4514419960241204, 'V12': -0.6409340831730448, 'V13': -0.6462969560030034, 'V14': 0.3186144137547941, 'V15': -0.7876583081841367, 'V16': 1.4889416923248193, 'V17': 1.0291824556918934, 'V18': -0.09263969219513517, 'V19': 1.3396220949685855, 'V20': 1.6167954975254373, 'V21': -2.023009162403682, 'V22': 0.2319985775193009, 'V23': -0.28065154168006406, 'V24': -0.11213304144016087, 'V25': 0.770476795561448, 'V26': -0.24675190255794519, 'V27': -0.1375935224059124, 'V28': -0.961616893179023}
2026-03-08 07:56:56,735 | Producer | INFO | Transaction sent
2026-03-08 07:56:56,738 | Consumer | INFO | Recieved the message
2026-03-08 07:56:56,739 | Consumer | INFO | Sending the transaction to the backend
2026-03-08 07:56:56,745 | Consumer | INFO | recieved the response
2026-03-08 07:56:56,745 | Consumer | INFO | {'Time': 126157, 'Amount': 178.75622157892377, 'V1': -1.7152891128666983, 'V2': 0.5072664360435422, 'V3': 1.2469753057492767, 'V4': 0.37809665795427866, 'V5': 1.9315319117616376, 'V6': 0.06947784576518112, 'V7': -0.7514041422378038, 'V8': 0.5559938926940186, 'V9': 0.7029847151237626, 'V10': -0.3743526391612943, 'V11': 0.4514419960241204, 'V12': -0.6409340831730448, 'V13': -0.6462969560030034, 'V14': 0.3186144137547941, 'V15': -0.7876583081841367, 'V16': 1.4889416923248193, 'V17': 1.0291824556918934, 'V18': -0.09263969219513517, 'V19': 1.3396220949685855, 'V20': 1.6167954975254373, 'V21': -2.023009162403682, 'V22': 0.2319985775193009, 'V23': -0.28065154168006406, 'V24': -0.11213304144016087, 'V25': 0.770476795561448, 'V26': -0.24675190255794519, 'V27': -0.1375935224059124, 'V28': -0.961616893179023, 'prediction': {'detail': 'Not Found'}}
2026-03-08 07:56:58,737 | Producer | INFO | Generating the transaction
2026-03-08 07:56:58,737 | Producer | INFO | Transaction has been generated
2026-03-08 07:56:58,738 | Producer | INFO | {'Time': 72485, 'Amount': 350.3444610891513, 'V1': 1.642589018148147, 'V2': -0.08450503411243501, 'V3': -0.11834374088618489, 'V4': -0.5607213017962144, 'V5': 0.6866799698201026, 'V6': 3.7483366829727816, 'V7': -0.0849631677718735, 'V8': 0.3955681074871842, 'V9': -1.8959278165152051, 'V10': 1.6611438116944948, 'V11': 0.5629424912063342, 'V12': -1.233838846920613, 'V13': 1.598955212940776, 'V14': -0.7408404398701003, 'V15': -0.19305057972587983, 'V16': -0.3521564203052434, 'V17': -0.296151183377784, 'V18': 1.7434236165938994, 'V19': -0.4297800444058896, 'V20': -0.9074127331467344, 'V21': -1.1103147214997415, 'V22': 1.4296145297904848, 'V23': -0.5842485117886552, 'V24': 1.2399578336670045, 'V25': 1.1542573327667374, 'V26': -0.7081493197026206, 'V27': 0.7133322890373438, 'V28': 1.015784030730781}
2026-03-08 07:56:58,739 | Producer | INFO | Transaction sent
2026-03-08 07:56:58,742 | Consumer | INFO | Recieved the message
2026-03-08 07:56:58,742 | Consumer | INFO | Sending the transaction to the backend
2026-03-08 07:56:58,748 | Consumer | INFO | recieved the response
2026-03-08 07:56:58,749 | Consumer | INFO | {'Time': 72485, 'Amount': 350.3444610891513, 'V1': 1.642589018148147, 'V2': -0.08450503411243501, 'V3': -0.11834374088618489, 'V4': -0.5607213017962144, 'V5': 0.6866799698201026, 'V6': 3.7483366829727816, 'V7': -0.0849631677718735, 'V8': 0.3955681074871842, 'V9': -1.8959278165152051, 'V10': 1.6611438116944948, 'V11': 0.5629424912063342, 'V12': -1.233838846920613, 'V13': 1.598955212940776, 'V14': -0.7408404398701003, 'V15': -0.19305057972587983, 'V16': -0.3521564203052434, 'V17': -0.296151183377784, 'V18': 1.7434236165938994, 'V19': -0.4297800444058896, 'V20': -0.9074127331467344, 'V21': -1.1103147214997415, 'V22': 1.4296145297904848, 'V23': -0.5842485117886552, 'V24': 1.2399578336670045, 'V25': 1.1542573327667374, 'V26': -0.7081493197026206, 'V27': 0.7133322890373438, 'V28': 1.015784030730781, 'prediction': {'detail': 'Not Found'}}
2026-03-08 07:57:00,740 | Producer | INFO | Generating the transaction
2026-03-08 07:57:00,741 | Producer | INFO | Transaction has been generated
2026-03-08 07:57:00,741 | Producer | INFO | {'Time': 112768, 'Amount': 804.003575926763, 'V1': 0.1595890595991943, 'V2': -0.8078651800654815, 'V3': -0.46639762876308916, 'V4': -1.0792493712268858, 'V5': -0.5075514421911078, 'V6': -0.7261012677903123, 'V7': -1.2953831649111593, 'V8': -0.7590857127318051, 'V9': -1.3306884394570637, 'V10': -0.8788611756618103, 'V11': 0.12156779462752723, 'V12': -1.1241691766286352, 'V13': -0.12898400754232403, 'V14': 0.6639458497159918, 'V15': -0.21133065020391195, 'V16': 0.8998224571631004, 'V17': 0.6641819150613941, 'V18': 1.3722050693755616, 'V19': -0.3732602173097467, 'V20': 0.6964304862622445, 'V21': -0.5344736361255931, 'V22': -0.5130126264875127, 'V23': 0.20870771340566505, 'V24': 0.8255329299306737, 'V25': -1.9346583895071676, 'V26': -0.20609951393935314, 'V27': 0.6500238226377356, 'V28': -0.5611609576214004}
2026-03-08 07:57:00,742 | Producer | INFO | Transaction sent
2026-03-08 07:57:00,745 | Consumer | INFO | Recieved the message
2026-03-08 07:57:00,745 | Consumer | INFO | Sending the transaction to the backend
2026-03-08 07:57:00,753 | Consumer | INFO | recieved the response
2026-03-08 07:57:00,753 | Consumer | INFO | {'Time': 112768, 'Amount': 804.003575926763, 'V1': 0.1595890595991943, 'V2': -0.8078651800654815, 'V3': -0.46639762876308916, 'V4': -1.0792493712268858, 'V5': -0.5075514421911078, 'V6': -0.7261012677903123, 'V7': -1.2953831649111593, 'V8': -0.7590857127318051, 'V9': -1.3306884394570637, 'V10': -0.8788611756618103, 'V11': 0.12156779462752723, 'V12': -1.1241691766286352, 'V13': -0.12898400754232403, 'V14': 0.6639458497159918, 'V15': -0.21133065020391195, 'V16': 0.8998224571631004, 'V17': 0.6641819150613941, 'V18': 1.3722050693755616, 'V19': -0.3732602173097467, 'V20': 0.6964304862622445, 'V21': -0.5344736361255931, 'V22': -0.5130126264875127, 'V23': 0.20870771340566505, 'V24': 0.8255329299306737, 'V25': -1.9346583895071676, 'V26': -0.20609951393935314, 'V27': 0.6500238226377356, 'V28': -0.5611609576214004, 'prediction': {'detail': 'Not Found'}}
2026-03-08 07:57:02,743 | Producer | INFO | Generating the transaction
2026-03-08 07:57:02,744 | Producer | INFO | Transaction has been generated
2026-03-08 07:57:02,744 | Producer | INFO | {'Time': 121388, 'Amount': 788.7197379845671, 'V1': -0.6981523616379798, 'V2': 2.135189277437654, 'V3': 0.8156351923291737, 'V4': 1.7583347803872684, 'V5': -0.8785641760200705, 'V6': 0.09189416277240123, 'V7': -0.9243625484414792, 'V8': -1.230521771296524, 'V9': -0.3244247253394456, 'V10': -4, 'V11': 0.02399516840304917, 'V12': -3, 'V13': 1.6149901153625659, 'V14': -5, 'V15': -0.7748286569888561, 'V16': 0.06339149235854355, 'V17': -0.01045004075150933, 'V18': -1.4087351819334755, 'V19': -0.3206570105366677, 'V20': -1.0504835804007246, 'V21': -0.36583100547708375, 'V22': -0.5847764825526072, 'V23': 0.8668272684252022, 'V24': -0.333657547869377, 'V25': -2.5415154289880504, 'V26': -0.9654419166959943, 'V27': 2.500789997601602, 'V28': 0.01459880670941919}
2026-03-08 07:57:02,745 | Producer | INFO | Transaction sent
2026-03-08 07:57:02,748 | Consumer | INFO | Recieved the message
2026-03-08 07:57:02,748 | Consumer | INFO | Sending the transaction to the backend
2026-03-08 07:57:02,759 | Consumer | INFO | recieved the response
2026-03-08 07:57:02,759 | Consumer | INFO | {'Time': 121388, 'Amount': 788.7197379845671, 'V1': -0.6981523616379798, 'V2': 2.135189277437654, 'V3': 0.8156351923291737, 'V4': 1.7583347803872684, 'V5': -0.8785641760200705, 'V6': 0.09189416277240123, 'V7': -0.9243625484414792, 'V8': -1.230521771296524, 'V9': -0.3244247253394456, 'V10': -4, 'V11': 0.02399516840304917, 'V12': -3, 'V13': 1.6149901153625659, 'V14': -5, 'V15': -0.7748286569888561, 'V16': 0.06339149235854355, 'V17': -0.01045004075150933, 'V18': -1.4087351819334755, 'V19': -0.3206570105366677, 'V20': -1.0504835804007246, 'V21': -0.36583100547708375, 'V22': -0.5847764825526072, 'V23': 0.8668272684252022, 'V24': -0.333657547869377, 'V25': -2.5415154289880504, 'V26': -0.9654419166959943, 'V27': 2.500789997601602, 'V28': 0.01459880670941919, 'prediction': {'detail': 'Not Found'}}
2026-03-08 07:57:04,746 | Producer | INFO | Generating the transaction
2026-03-08 07:57:04,746 | Producer | INFO | Transaction has been generated
2026-03-08 07:57:04,747 | Producer | INFO | {'Time': 128102, 'Amount': 738.9257969357501, 'V1': 0.31856946829263993, 'V2': 0.26298581887047734, 'V3': 1.4917920027424427, 'V4': 2.769479083352467, 'V5': 0.37235877955036223, 'V6': 0.747635465724267, 'V7': 0.3358696786605492, 'V8': -0.2790148656169367, 'V9': -0.7547769619619045, 'V10': -0.2151461015223423, 'V11': -0.850624016008374, 'V12': -0.27883028080037103, 'V13': 0.4302844769817362, 'V14': 2.7221892899096356, 'V15': 1.177817456630837, 'V16': 2.25817835256162, 'V17': 0.8105178487672547, 'V18': -1.34651433387209, 'V19': -0.20550203893148403, 'V20': -0.23869044895704422, 'V21': 1.0273120103801203, 'V22': -1.1981305107258904, 'V23': -0.5065263641087719, 'V24': 0.113309657625451, 'V25': 0.062391969723391096, 'V26': 1.3133232403004975, 'V27': 1.0929483051278206, 'V28': -0.4335185470856249}
2026-03-08 07:57:04,747 | Producer | INFO | Transaction sent
2026-03-08 07:57:04,751 | Consumer | INFO | Recieved the message
2026-03-08 07:57:04,751 | Consumer | INFO | Sending the transaction to the backend
2026-03-08 07:57:04,759 | Consumer | INFO | recieved the response
2026-03-08 07:57:04,760 | Consumer | INFO | {'Time': 128102, 'Amount': 738.9257969357501, 'V1': 0.31856946829263993, 'V2': 0.26298581887047734, 'V3': 1.4917920027424427, 'V4': 2.769479083352467, 'V5': 0.37235877955036223, 'V6': 0.747635465724267, 'V7': 0.3358696786605492, 'V8': -0.2790148656169367, 'V9': -0.7547769619619045, 'V10': -0.2151461015223423, 'V11': -0.850624016008374, 'V12': -0.27883028080037103, 'V13': 0.4302844769817362, 'V14': 2.7221892899096356, 'V15': 1.177817456630837, 'V16': 2.25817835256162, 'V17': 0.8105178487672547, 'V18': -1.34651433387209, 'V19': -0.20550203893148403, 'V20': -0.23869044895704422, 'V21': 1.0273120103801203, 'V22': -1.1981305107258904, 'V23': -0.5065263641087719, 'V24': 0.113309657625451, 'V25': 0.062391969723391096, 'V26': 1.3133232403004975, 'V27': 1.0929483051278206, 'V28': -0.4335185470856249, 'prediction': {'detail': 'Not Found'}}
2026-03-08 07:57:06,749 | Producer | INFO | Generating the transaction
2026-03-08 07:57:06,749 | Producer | INFO | Transaction has been generated
2026-03-08 07:57:06,749 | Producer | INFO | {'Time': 78863, 'Amount': 710.762552003644, 'V1': 1.4905456465041662, 'V2': -1.0545594179567657, 'V3': 0.7158217120770592, 'V4': 1.0317169427555977, 'V5': 0.7004466763416914, 'V6': 0.5306217131735035, 'V7': -0.8296465730061917, 'V8': 0.6813219738493967, 'V9': 1.6284448189496659, 'V10': -1.0521607514588773, 'V11': -0.9629028986625193, 'V12': -1.119454669799421, 'V13': -0.47600241401464677, 'V14': 1.0540391689725164, 'V15': -0.05625031008907152, 'V16': 1.0649540126579093, 'V17': 1.0015902177104412, 'V18': 1.0083015158397146, 'V19': -1.5010039216657742, 'V20': 0.44398649537844664, 'V21': -0.864995245385652, 'V22': 1.3534745871741694, 'V23': 0.455879145957194, 'V24': 0.8312190262431978, 'V25': 1.364465635683199, 'V26': 0.015658948813715247, 'V27': -0.9105764529847596, 'V28': -1.2777012266224665}
2026-03-08 07:57:06,750 | Producer | INFO | Transaction sent
2026-03-08 07:57:06,753 | Consumer | INFO | Recieved the message
2026-03-08 07:57:06,753 | Consumer | INFO | Sending the transaction to the backend
2026-03-08 07:57:06,760 | Consumer | INFO | recieved the response
2026-03-08 07:57:06,761 | Consumer | INFO | {'Time': 78863, 'Amount': 710.762552003644, 'V1': 1.4905456465041662, 'V2': -1.0545594179567657, 'V3': 0.7158217120770592, 'V4': 1.0317169427555977, 'V5': 0.7004466763416914, 'V6': 0.5306217131735035, 'V7': -0.8296465730061917, 'V8': 0.6813219738493967, 'V9': 1.6284448189496659, 'V10': -1.0521607514588773, 'V11': -0.9629028986625193, 'V12': -1.119454669799421, 'V13': -0.47600241401464677, 'V14': 1.0540391689725164, 'V15': -0.05625031008907152, 'V16': 1.0649540126579093, 'V17': 1.0015902177104412, 'V18': 1.0083015158397146, 'V19': -1.5010039216657742, 'V20': 0.44398649537844664, 'V21': -0.864995245385652, 'V22': 1.3534745871741694, 'V23': 0.455879145957194, 'V24': 0.8312190262431978, 'V25': 1.364465635683199, 'V26': 0.015658948813715247, 'V27': -0.9105764529847596, 'V28': -1.2777012266224665, 'prediction': {'detail': 'Not Found'}}
2026-03-08 07:57:08,751 | Producer | INFO | Generating the transaction
2026-03-08 07:57:08,751 | Producer | INFO | Transaction has been generated
2026-03-08 07:57:08,751 | Producer | INFO | {'Time': 192662, 'Amount': 663.055992679314, 'V1': 0.5801588710724319, 'V2': -0.5242880294877583, 'V3': 0.6307054826721723, 'V4': -0.6998079880905644, 'V5': -0.2892367052195088, 'V6': 1.0280737812972096, 'V7': -0.1718802367233541, 'V8': 0.7744543144642679, 'V9': -1.699377070557854, 'V10': -4, 'V11': -0.3294421444879745, 'V12': -3, 'V13': -1.8962839767624038, 'V14': -5, 'V15': -0.8209653199279877, 'V16': -0.0047901171560362395, 'V17': 0.7336413913528348, 'V18': 0.7525375600760712, 'V19': 0.6890914575030112, 'V20': 1.0147313156040476, 'V21': -0.08233703371482078, 'V22': -0.6678205367685374, 'V23': 0.44743092448186234, 'V24': -1.2155082661423724, 'V25': 2.8360741080987877, 'V26': 0.7234462993590269, 'V27': -0.5546013704377473, 'V28': 1.24626441694814}
2026-03-08 07:57:08,752 | Producer | INFO | Transaction sent
2026-03-08 07:57:08,755 | Consumer | INFO | Recieved the message
2026-03-08 07:57:08,756 | Consumer | INFO | Sending the transaction to the backend
2026-03-08 07:57:08,762 | Consumer | INFO | recieved the response
2026-03-08 07:57:08,763 | Consumer | INFO | {'Time': 192662, 'Amount': 663.055992679314, 'V1': 0.5801588710724319, 'V2': -0.5242880294877583, 'V3': 0.6307054826721723, 'V4': -0.6998079880905644, 'V5': -0.2892367052195088, 'V6': 1.0280737812972096, 'V7': -0.1718802367233541, 'V8': 0.7744543144642679, 'V9': -1.699377070557854, 'V10': -4, 'V11': -0.3294421444879745, 'V12': -3, 'V13': -1.8962839767624038, 'V14': -5, 'V15': -0.8209653199279877, 'V16': -0.0047901171560362395, 'V17': 0.7336413913528348, 'V18': 0.7525375600760712, 'V19': 0.6890914575030112, 'V20': 1.0147313156040476, 'V21': -0.08233703371482078, 'V22': -0.6678205367685374, 'V23': 0.44743092448186234, 'V24': -1.2155082661423724, 'V25': 2.8360741080987877, 'V26': 0.7234462993590269, 'V27': -0.5546013704377473, 'V28': 1.24626441694814, 'prediction': {'detail': 'Not Found'}}
2026-03-08 07:57:10,753 | Producer | INFO | Generating the transaction
2026-03-08 07:57:10,753 | Producer | INFO | Transaction has been generated
